ID,position,team,goals_scored,saves_per_90,penalties_saved,own_goals,clean_sheets,saves,yellow_cards,red_cards,Goals,Wins,Losses,Goals Conceded,Tackles,Tackle success %,Interceptions,Recoveries,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Assists,Passes,Big Chances Created,Cross accuracy %,Accurate long balls,Fouls,Headed goals,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Goals_Assists,Total_Contributions,Minutes_per_Goal,Minutes_per_Assist,Goals_Category,Assists_Category
154,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
155,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,8.0,4.0,0.5,6.0,26.0,12.0,21.0,4.0,9.0,0.0,217.0,0.0,0.0,6.0,8.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,105.0,105.0,0,0
156,1,5,3,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,13.0,11.0,19.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,3.0,452.0,1.0,0.0,6.0,24.0,0.0,34.0,17.0,0.5,6.0,0.0,8,8.0,119.66666666666667,179.5,1,1
157,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
158,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
159,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,526.0,0.0,0.0,106.0,0.0,0.0,5.0,2.0,0.22,0.0,64.0,0,0.0,0.0,0.0,0,0
160,0,5,0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,22.0,71.0,39.0,0.51,35.0,140.0,182.0,120.0,127.0,68.0,4.0,1732.0,3.0,0.27,110.0,36.0,3.0,5.0,2.0,0.22,0.0,0.0,7,7.0,301.75,241.4,1,1
161,0,5,0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,4.0,22.0,71.0,39.0,0.51,35.0,140.0,182.0,120.0,127.0,68.0,4.0,1732.0,3.0,0.27,110.0,36.0,3.0,5.0,2.0,0.22,0.0,0.0,7,7.0,301.75,241.4,1,1
162,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,19.0,19.0,0,0
163,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
164,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
165,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
166,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
167,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,11.0,1.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,59.0,0.0,0.0,6.0,4.0,0.0,3.0,1.0,0.33,0.0,0.0,0,0.0,135.0,135.0,0,0
168,3,5,1,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,5.0,24.0,11.0,76.0,0.61,23.0,202.0,179.0,150.0,65.0,49.0,2.0,1547.0,5.0,0.08,83.0,40.0,0.0,25.0,3.0,0.12,2.0,0.0,3,3.0,663.5,442.3333333333333,1,1
169,1,5,2,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,5.0,23.0,11.0,27.0,0.53,9.0,34.0,33.0,30.0,5.0,6.0,1.0,488.0,2.0,0.0,6.0,22.0,0.0,49.0,22.0,0.45,6.0,0.0,6,6.0,204.66666666666666,614.0,1,1
170,2,5,0,3.83,0.0,0.0,2.0,69.0,1.0,0.0,0.0,3.0,20.0,62.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,1368.0,0.0,0.0,182.0,0.0,0.0,5.0,2.0,0.22,0.0,106.0,0,0.0,1620.0,1620.0,0,0
171,3,5,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,12.0,11.0,7.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,1.0,246.0,2.0,0.0,6.0,18.0,0.0,23.0,5.0,0.22,3.0,0.0,2,2.0,486.0,486.0,1,1
172,3,5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,20.0,11.0,9.0,0.53,7.0,34.0,33.0,30.0,5.0,6.0,0.0,457.0,1.0,0.0,6.0,13.0,0.0,44.0,16.0,0.36,4.0,0.0,6,6.0,63.0,441.0,2,0
173,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
174,3,5,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,18.0,11.0,17.0,0.53,6.0,34.0,33.0,30.0,5.0,6.0,2.0,545.0,7.0,0.0,6.0,9.0,0.0,49.0,14.0,0.29,2.0,0.0,5,5.0,100.75,134.33333333333334,1,1
175,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,25.0,10.0,0.6,9.0,29.0,21.0,21.0,8.0,10.0,0.0,318.0,0.0,0.4,12.0,6.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,309.0,309.0,0,0
176,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
177,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
178,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,11.0,10.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,0.0,146.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0,0.0,314.0,314.0,0,0
179,2,6,0,3.33,1.0,0.0,3.0,53.0,2.0,0.0,0.0,5.0,7.0,25.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,520.0,0.0,0.0,85.0,0.0,0.0,5.0,2.0,0.22,0.0,53.0,0,0.0,1433.0,1433.0,0,0
180,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
181,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
182,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
183,0,6,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,6.0,31.0,21.0,0.71,18.0,82.0,55.0,48.0,28.0,22.0,1.0,1165.0,2.0,0.0,36.0,17.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,370.0,185.0,0,1
184,1,6,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,8.0,11.0,3.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,1.0,119.0,1.0,0.0,6.0,9.0,0.0,13.0,2.0,0.15,2.0,0.0,2,2.0,151.5,151.5,1,1
185,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,14.0,16.0,0.75,8.0,46.0,39.0,34.0,19.0,23.0,0.0,760.0,0.0,0.0,24.0,3.0,1.0,5.0,2.0,0.22,0.0,0.0,1,1.0,0.0,0.0,1,0
186,3,6,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,11.0,6.0,0.67,0.0,11.0,11.0,22.0,1.0,3.0,1.0,133.0,0.0,0.0,1.0,3.0,0.0,3.0,2.0,0.67,0.0,0.0,2,2.0,62.5,62.5,1,1
187,0,6,1,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,10.0,8.0,26.0,48.0,0.63,26.0,96.0,114.0,61.0,44.0,20.0,1.0,1053.0,3.0,0.0,43.0,25.0,1.0,5.0,2.0,0.22,0.0,0.0,2,2.0,680.0,680.0,1,1
188,3,6,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,11.0,9.0,11.0,50.0,0.44,17.0,122.0,125.0,135.0,21.0,23.0,2.0,1795.0,5.0,0.2,129.0,33.0,1.0,47.0,16.0,0.34,6.0,0.0,5,5.0,313.25,417.6666666666667,1,1
189,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,11.0,10.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,1.0,168.0,3.0,0.0,6.0,17.0,1.0,19.0,10.0,0.53,5.0,0.0,5,5.0,0.0,0.0,1,1
190,3,6,0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,5.0,18.0,10.0,11.0,85.0,0.61,43.0,221.0,212.0,210.0,25.0,28.0,7.0,1930.0,11.0,0.28,54.0,83.0,0.0,48.0,18.0,0.38,5.0,0.0,12,12.0,236.16666666666666,177.125,1,2
191,0,6,0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,14.0,6.0,27.0,55.0,0.49,17.0,126.0,110.0,89.0,8.0,19.0,6.0,1218.0,8.0,0.27,30.0,22.0,0.0,5.0,2.0,0.22,0.0,0.0,6,6.0,618.0,88.28571428571429,0,2
192,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,11.0,14.0,0.64,3.0,28.0,36.0,21.0,8.0,5.0,2.0,267.0,7.0,0.25,14.0,4.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,386.0,128.66666666666666,0,1
193,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,11.0,16.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,2.0,454.0,2.0,0.0,6.0,8.0,1.0,32.0,13.0,0.41,0.0,0.0,7,7.0,21.5,43.0,1,1
194,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,11.0,16.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,2.0,454.0,2.0,0.0,6.0,8.0,1.0,32.0,13.0,0.41,0.0,0.0,7,7.0,21.5,43.0,1,1
195,3,6,2,0.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,13.0,10.0,11.0,21.0,0.57,9.0,50.0,94.0,110.0,7.0,14.0,2.0,477.0,6.0,0.19,14.0,22.0,0.0,35.0,12.0,0.34,4.0,0.0,7,7.0,121.66666666666667,243.33333333333334,1,1
196,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,11.0,5.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,0.0,177.0,0.0,0.0,6.0,8.0,1.0,16.0,9.0,0.56,3.0,0.0,3,3.0,8.0,32.0,1,0
197,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
198,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
199,3,6,5,0.0,0.0,0.0,3.0,0.0,5.0,0.0,8.0,13.0,11.0,11.0,21.0,0.53,13.0,34.0,33.0,30.0,5.0,6.0,4.0,658.0,7.0,0.0,6.0,34.0,0.0,51.0,22.0,0.43,11.0,0.0,12,12.0,157.66666666666666,283.8,2,1
200,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
201,3,6,6,0.0,0.0,0.0,2.0,0.0,5.0,0.0,22.0,17.0,9.0,11.0,23.0,0.52,20.0,105.0,102.0,128.0,1.0,4.0,11.0,1307.0,17.0,0.2,69.0,24.0,2.0,109.0,46.0,0.42,7.0,0.0,33,33.0,46.08695652173913,88.33333333333333,5,3
202,3,6,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,5.0,3.0,0.67,3.0,11.0,7.0,25.0,3.0,5.0,0.0,119.0,0.0,0.25,2.0,5.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,143.0,143.0,0,0
203,0,6,1,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,13.0,10.0,50.0,33.0,0.58,18.0,150.0,134.0,71.0,73.0,33.0,0.0,2198.0,0.0,0.1,45.0,17.0,1.0,5.0,2.0,0.22,0.0,0.0,2,2.0,472.0,1416.0,1,0
204,3,6,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,4.0,11.0,14.0,0.71,1.0,12.0,28.0,15.0,9.0,2.0,0.0,183.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,269.0,269.0,0,0
205,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
206,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
207,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
208,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
209,2,6,0,2.42,0.0,0.0,1.0,5.0,0.0,0.0,0.0,13.0,5.0,38.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,707.0,0.0,0.0,93.0,0.0,0.0,5.0,2.0,0.22,0.0,75.0,0,0.0,186.0,186.0,0,0
210,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,6.0,4.0,0.0,3.0,9.0,7.0,13.0,2.0,4.0,0.0,123.0,0.0,0.0,1.0,4.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,0.0,0.0,1,0
211,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
212,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,0
213,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
214,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
215,3,7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,11.0,13.0,0.69,2.0,30.0,29.0,37.0,4.0,3.0,0.0,179.0,0.0,0.0,8.0,9.0,0.0,9.0,2.0,0.22,0.0,0.0,0,0.0,123.0,123.0,0,0
216,0,7,2,0.0,0.0,0.0,5.0,0.0,4.0,0.0,2.0,13.0,15.0,58.0,56.0,0.63,40.0,193.0,181.0,107.0,90.0,47.0,3.0,2151.0,4.0,0.32,202.0,43.0,0.0,5.0,2.0,0.22,0.0,0.0,5,5.0,540.0,405.0,1,1
217,3,7,2,0.0,0.0,0.0,6.0,0.0,4.0,1.0,4.0,12.0,14.0,11.0,65.0,0.53,16.0,34.0,33.0,30.0,5.0,6.0,7.0,811.0,7.0,0.0,6.0,46.0,1.0,48.0,20.0,0.42,4.0,0.0,11,11.0,275.6,172.25,1,2
218,0,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,16.0,24.0,0.63,10.0,50.0,48.0,27.0,13.0,8.0,0.0,533.0,0.0,0.22,26.0,6.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,461.0,461.0,0,0
219,3,7,0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,5.0,11.0,34.0,0.5,20.0,74.0,50.0,42.0,5.0,9.0,0.0,421.0,1.0,0.0,8.0,10.0,0.0,6.0,2.0,0.33,0.0,0.0,0,0.0,920.0,920.0,0,0
220,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
221,3,7,2,0.0,0.0,0.0,3.0,0.0,2.0,0.0,11.0,12.0,9.0,11.0,35.0,0.49,11.0,136.0,164.0,176.0,12.0,24.0,4.0,790.0,7.0,0.33,27.0,27.0,0.0,83.0,34.0,0.41,4.0,0.0,15,15.0,68.16666666666667,163.6,3,1
222,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
223,0,7,0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,9.0,10.0,32.0,28.0,0.68,18.0,120.0,90.0,59.0,29.0,29.0,1.0,1299.0,1.0,0.0,85.0,14.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,1530.0,765.0,0,1
224,1,7,2,0.0,0.0,0.0,2.0,0.0,2.0,0.0,16.0,11.0,14.0,11.0,22.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,5.0,413.0,5.0,0.0,6.0,35.0,1.0,46.0,29.0,0.63,7.0,0.0,21,21.0,36.64705882352941,103.83333333333333,4,1
225,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,3.0,3.0,0,0
226,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,3.0,3.0,0,0
227,0,7,1,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,13.0,14.0,55.0,105.0,0.57,25.0,208.0,160.0,108.0,21.0,26.0,3.0,1205.0,5.0,0.25,35.0,22.0,0.0,5.0,2.0,0.22,0.0,0.0,5,5.0,482.3333333333333,361.75,1,1
228,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
229,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,7.0,11.0,19.0,0.53,11.0,68.0,109.0,110.0,7.0,15.0,6.0,609.0,9.0,0.26,25.0,13.0,1.0,57.0,21.0,0.37,3.0,0.0,16,16.0,45.0,70.71428571428571,2,2
230,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
231,3,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,9.0,0.33,2.0,14.0,15.0,11.0,3.0,2.0,0.0,108.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,174.0,174.0,0,0
