ID,position,team,goals_scored,saves_per_90,penalties_saved,own_goals,clean_sheets,saves,yellow_cards,red_cards,Goals,Wins,Losses,Goals Conceded,Tackles,Tackle success %,Interceptions,Recoveries,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Assists,Passes,Big Chances Created,Cross accuracy %,Accurate long balls,Fouls,Headed goals,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Goals_Assists,Total_Contributions,Minutes_per_Goal,Minutes_per_Assist,Goals_Category,Assists_Category
468,3,16,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,18.0,11.0,22.0,0.41,8.0,80.0,44.0,55.0,6.0,22.0,2.0,506.0,1.0,0.21,23.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,2,2.0,298.0,99.33333333333333,0,1
469,1,16,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,17.0,11.0,2.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,0.0,90.0,1.0,0.0,6.0,15.0,0.0,21.0,8.0,0.38,2.0,0.0,0,0.0,446.0,446.0,0,0
470,0,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,17.0,0.53,7.0,34.0,33.0,25.0,1.0,4.0,0.0,165.0,1.0,0.0,2.0,5.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,276.0,276.0,0,0
471,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
472,1,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,11.0,0,0
473,3,16,2,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,3.0,26.0,11.0,39.0,0.54,29.0,162.0,90.0,154.0,6.0,16.0,6.0,982.0,10.0,0.29,42.0,50.0,0.0,49.0,15.0,0.31,1.0,0.0,10,10.0,272.6,194.71428571428572,1,2
474,3,16,2,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,3.0,26.0,11.0,39.0,0.54,29.0,162.0,90.0,154.0,6.0,16.0,6.0,982.0,10.0,0.29,42.0,50.0,0.0,49.0,15.0,0.31,1.0,0.0,10,10.0,272.6,194.71428571428572,1,2
475,3,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,11.0,10.0,0.5,3.0,21.0,17.0,24.0,3.0,3.0,0.0,92.0,0.0,0.0,2.0,7.0,0.0,4.0,1.0,0.25,0.0,0.0,0,0.0,57.0,57.0,0,0
476,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,7.0,0,0
477,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
478,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.0,9.0,0,0
479,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
480,3,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,11.0,23.0,0.65,17.0,54.0,65.0,83.0,14.0,22.0,1.0,787.0,0.0,0.11,20.0,20.0,0.0,18.0,5.0,0.28,1.0,0.0,2,2.0,44.0,44.0,1,1
481,3,17,0,0.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,15.0,9.0,11.0,80.0,0.65,37.0,128.0,152.0,111.0,14.0,15.0,0.0,1834.0,0.0,0.0,42.0,35.0,0.0,24.0,5.0,0.21,1.0,0.0,0,0.0,1211.0,1211.0,0,0
482,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,0.5,2.0,7.0,6.0,5.0,3.0,5.0,0.0,141.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,191.0,191.0,0,0
483,3,17,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,20.0,11.0,11.0,32.0,0.56,19.0,121.0,69.0,72.0,8.0,13.0,0.0,1383.0,3.0,0.07,75.0,20.0,0.0,19.0,6.0,0.32,0.0,0.0,0,0.0,607.0,607.0,0,0
484,3,17,5,0.0,0.0,0.0,6.0,0.0,4.0,0.0,8.0,19.0,12.0,11.0,62.0,0.53,18.0,133.0,152.0,240.0,7.0,15.0,3.0,1132.0,14.0,0.25,16.0,54.0,1.0,57.0,24.0,0.42,4.0,0.0,11,11.0,175.66666666666666,395.25,2,1
485,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
486,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,11.0,22.0,0.59,5.0,46.0,57.0,32.0,1.0,5.0,2.0,483.0,1.0,0.38,18.0,12.0,0.0,13.0,6.0,0.46,0.0,0.0,4,4.0,100.66666666666667,100.66666666666667,1,1
487,0,17,0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,19.0,11.0,54.0,91.0,0.69,34.0,199.0,159.0,147.0,17.0,14.0,7.0,1865.0,13.0,0.19,77.0,37.0,0.0,5.0,2.0,0.22,0.0,0.0,10,10.0,381.75,190.875,1,2
488,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
489,0,17,3,0.0,0.0,1.0,5.0,0.0,4.0,1.0,5.0,19.0,9.0,42.0,66.0,0.61,44.0,189.0,182.0,86.0,90.0,39.0,0.0,2586.0,1.0,0.0,60.0,31.0,3.0,5.0,2.0,0.22,0.0,0.0,5,5.0,195.0,1170.0,1,0
490,3,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,5.0,11.0,18.0,0.67,3.0,36.0,35.0,32.0,4.0,10.0,0.0,373.0,0.0,1.0,14.0,8.0,0.0,4.0,1.0,0.25,1.0,0.0,0,0.0,378.0,378.0,0,0
491,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
492,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
493,0,17,1,0.0,0.0,0.0,4.0,0.0,5.0,1.0,2.0,16.0,6.0,40.0,68.0,0.49,37.0,169.0,150.0,151.0,22.0,27.0,3.0,1214.0,3.0,0.05,7.0,51.0,0.0,5.0,2.0,0.22,0.0,0.0,5,5.0,410.6666666666667,308.0,1,1
494,2,17,0,3.17,0.0,0.0,5.0,57.0,2.0,0.0,0.0,20.0,12.0,61.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,1371.0,0.0,0.0,85.0,0.0,0.0,5.0,2.0,0.22,0.0,110.0,0,0.0,1620.0,1620.0,0,0
495,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
496,3,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,11.0,3.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,2.0,85.0,1.0,0.0,6.0,2.0,0.0,7.0,1.0,0.14,0.0,0.0,2,2.0,196.0,65.33333333333333,0,1
497,0,17,1,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,15.0,7.0,38.0,49.0,0.71,18.0,144.0,119.0,84.0,38.0,41.0,0.0,1783.0,0.0,0.0,41.0,13.0,0.0,5.0,2.0,0.22,0.0,0.0,3,3.0,236.25,945.0,1,0
498,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,1.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
499,1,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,11.0,1.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,1,1.0,8.5,17.0,1,0
500,1,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0,0
501,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
502,0,18,1,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,10.0,44.0,26.0,0.54,17.0,102.0,83.0,52.0,48.0,33.0,0.0,1164.0,0.0,0.0,104.0,10.0,1.0,5.0,2.0,0.22,0.0,0.0,1,1.0,708.0,1416.0,1,0
503,1,18,2,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,9.0,11.0,11.0,15.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,2.0,268.0,1.0,0.0,6.0,25.0,2.0,30.0,14.0,0.47,6.0,0.0,8,8.0,116.0,270.6666666666667,2,1
504,2,18,0,3.47,1.0,0.0,2.0,52.0,0.0,0.0,0.0,11.0,11.0,53.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,718.0,0.0,0.0,184.0,2.0,0.0,5.0,2.0,0.22,0.0,138.0,0,0.0,1350.0,1350.0,0,0
505,3,18,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,11.0,8.0,0.53,5.0,34.0,33.0,30.0,5.0,6.0,1.0,238.0,2.0,0.0,6.0,5.0,0.0,19.0,6.0,0.32,2.0,0.0,1,1.0,482.0,241.0,0,1
506,3,18,11,0.0,0.0,0.0,3.0,0.0,1.0,0.0,16.0,13.0,11.0,11.0,42.0,0.53,19.0,34.0,33.0,30.0,5.0,6.0,6.0,622.0,12.0,0.0,6.0,28.0,5.0,84.0,37.0,0.44,13.0,0.0,22,22.0,89.82352941176471,218.14285714285714,4,2
507,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,3.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,0.0,48.0,0.0,0.0,6.0,2.0,0.0,4.0,1.0,0.25,0.0,0.0,1,1.0,0.5,1.0,1,0
508,0,18,0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,14.0,14.0,69.0,64.0,0.64,43.0,154.0,142.0,137.0,40.0,37.0,7.0,1229.0,6.0,0.24,39.0,32.0,0.0,5.0,2.0,0.22,0.0,0.0,7,7.0,1616.0,202.0,0,2
509,0,18,0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,14.0,14.0,69.0,64.0,0.64,43.0,154.0,142.0,137.0,40.0,37.0,7.0,1229.0,6.0,0.24,39.0,32.0,0.0,5.0,2.0,0.22,0.0,0.0,7,7.0,1616.0,202.0,0,2
510,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
511,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
512,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
513,2,18,0,3.67,0.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0,5.0,21.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,194.0,0.0,0.0,57.0,0.0,0.0,5.0,2.0,0.22,0.0,33.0,0,0.0,270.0,270.0,0,0
514,0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,19.0,19.0,0,0
515,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,22.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,57.0,57.0,0,0
516,1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
517,0,18,1,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,13.0,13.0,63.0,23.0,0.74,29.0,95.0,89.0,76.0,58.0,43.0,0.0,1143.0,0.0,0.0,69.0,24.0,3.0,5.0,2.0,0.22,0.0,0.0,3,3.0,353.25,1413.0,1,0
518,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,11.0,0.45,3.0,10.0,27.0,9.0,12.0,7.0,0.0,214.0,0.0,0.0,9.0,1.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,138.0,138.0,0,0
519,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,11.0,0.45,3.0,10.0,27.0,9.0,12.0,7.0,0.0,214.0,0.0,0.0,9.0,1.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,138.0,138.0,0,0
520,2,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
521,0,18,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,6.0,27.0,28.0,0.57,23.0,70.0,84.0,44.0,44.0,24.0,0.0,627.0,0.0,0.0,40.0,15.0,1.0,5.0,2.0,0.22,0.0,0.0,1,1.0,158.0,316.0,1,0
522,3,18,6,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,12.0,14.0,11.0,65.0,0.72,11.0,212.0,279.0,252.0,15.0,29.0,6.0,773.0,5.0,0.22,44.0,39.0,0.0,67.0,17.0,0.25,4.0,0.0,14,14.0,96.77777777777777,124.42857142857143,2,2
523,3,18,6,0.0,0.0,0.0,2.0,0.0,3.0,0.0,8.0,12.0,14.0,11.0,65.0,0.72,11.0,212.0,279.0,252.0,15.0,29.0,6.0,773.0,5.0,0.22,44.0,39.0,0.0,67.0,17.0,0.25,4.0,0.0,14,14.0,96.77777777777777,124.42857142857143,2,2
524,3,19,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,14.0,11.0,26.0,0.5,12.0,93.0,31.0,31.0,0.0,4.0,0.0,911.0,1.0,0.21,75.0,11.0,0.0,14.0,3.0,0.21,0.0,0.0,0,0.0,289.0,289.0,0,0
525,3,19,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,14.0,11.0,26.0,0.5,12.0,93.0,31.0,31.0,0.0,4.0,0.0,911.0,1.0,0.21,75.0,11.0,0.0,14.0,3.0,0.21,0.0,0.0,0,0.0,289.0,289.0,0,0
526,0,19,0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,12.0,17.0,43.0,71.0,0.62,15.0,136.0,207.0,166.0,21.0,25.0,1.0,1038.0,3.0,0.2,23.0,25.0,1.0,5.0,2.0,0.22,0.0,0.0,3,3.0,331.6666666666667,497.5,1,1
527,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
528,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
529,0,19,0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,10.0,10.0,38.0,30.0,0.67,16.0,100.0,111.0,66.0,63.0,32.0,1.0,1272.0,2.0,0.0,100.0,20.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,744.5,744.5,1,1
530,1,19,0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,5.0,11.0,7.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,0.0,75.0,0.0,0.0,6.0,8.0,0.0,7.0,3.0,0.43,2.0,0.0,0,0.0,259.0,259.0,0,0
531,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
532,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
533,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
534,1,19,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,11.0,6.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,0.0,59.0,2.0,0.0,6.0,6.0,0.0,4.0,2.0,0.5,1.0,0.0,2,2.0,52.666666666666664,158.0,1,0
535,3,19,3,0.0,0.0,0.0,2.0,0.0,7.0,1.0,4.0,11.0,17.0,11.0,90.0,0.64,41.0,199.0,174.0,146.0,35.0,42.0,1.0,1439.0,3.0,0.27,59.0,43.0,3.0,48.0,18.0,0.38,4.0,0.0,5,5.0,276.2,690.5,1,1
536,3,19,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,12.0,14.0,11.0,20.0,0.65,10.0,90.0,69.0,110.0,7.0,22.0,7.0,829.0,9.0,0.29,33.0,21.0,1.0,46.0,18.0,0.39,4.0,0.0,11,11.0,105.4,65.875,1,2
537,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,18.0,13.0,0.54,6.0,30.0,34.0,44.0,16.0,26.0,0.0,476.0,0.0,0.0,14.0,10.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,110.0,110.0,0,0
538,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
539,3,19,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,11.0,11.0,17.0,0.59,8.0,41.0,66.0,78.0,8.0,27.0,1.0,281.0,1.0,0.1,5.0,10.0,0.0,15.0,5.0,0.33,0.0,0.0,3,3.0,153.33333333333334,230.0,1,1
540,3,19,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,11.0,11.0,17.0,0.59,8.0,41.0,66.0,78.0,8.0,27.0,1.0,281.0,1.0,0.1,5.0,10.0,0.0,15.0,5.0,0.33,0.0,0.0,3,3.0,153.33333333333334,230.0,1,1
541,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
542,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,7.0,0.43,1.0,3.0,11.0,13.0,1.0,3.0,0.0,53.0,0.0,0.5,1.0,4.0,0.0,3.0,1.0,0.33,0.0,0.0,0,0.0,0.0,0.0,0,0
543,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
544,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
545,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
546,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
