ID,Name,position,team,goals_scored,saves_per_90,penalties_saved,own_goals,clean_sheets,saves,minutes,yellow_cards,red_cards,Goals,Wins,Losses,Goals Conceded,Tackles,Tackle success %,Interceptions,Recoveries,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Assists,Passes,Big Chances Created,Cross accuracy %,Accurate long balls,Fouls,Headed goals,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves
410,Tino Livramento,DEF,Newcastle,0,0,0,0,2,0,571,1,0,1,14,9,27,23,57%,25,85,80,48,12,8,0,675,1,19%,13,3,0,,,,,
411,Alex Murphy,DEF,Newcastle,0,0,0,0,0,0,3,0,0,0,2,0,0,1,100%,1,2,1,3,0,0,0,17,0,0%,0,2,0,,,,,
412,Lewis Miley,MID,Newcastle,1,0,0,0,1,0,515,0,0,1,6,9,,33,64%,8,78,58,52,11,12,3,524,3,18%,18,5,0,13,3,23%,1,
413,Ben Parkinson,FWD,Newcastle,0,0,0,0,0,0,24,0,0,0,0,1,,0,,0,,,,,,0,3,0,,,0,0,0,0,0%,0,
414,Michael Ndiweni,FWD,Newcastle,0,0,0,0,0,0,1,0,0,0,1,0,,0,,0,,,,,,0,2,0,,,0,0,0,0,0%,0,
415,Michael Ndiweni,FWD,Newcastle,0,0,0,0,0,0,1,0,0,0,1,0,,0,,0,,,,,,0,2,0,,,0,0,0,0,0%,0,
416,Matt Turner,GKP,Nott'm Forest,0,3.23,0,0,2,42,1170,1,0,0,4,8,28,,,,,,,,,0,473,,,138,0,,,,,,55
417,Callum Hudson-Odoi,MID,Nott'm Forest,1,0,0,0,1,0,390,0,0,8,6,16,,18,,7,,,,,,1,647,4,,,14,0,38,20,53%,2,
418,Anthony Elanga,MID,Nott'm Forest,4,0,0,0,1,0,1183,1,0,5,9,19,,33,,8,,,,,,9,644,14,,,9,1,54,23,43%,10,
419,Harry Arter,MID,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
420,Taiwo Awoniyi,FWD,Nott'm Forest,4,0,0,0,2,0,664,1,0,6,6,11,,9,,1,,,,,,3,172,2,,,9,1,22,11,50%,4,
421,Giulian Biancone,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
422,Josh Bowler,MID,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
423,Mohamed Dräger,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
424,Remo Freuler,MID,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
425,Morgan Gibbs-White,MID,Nott'm Forest,1,0,0,0,3,0,1506,3,0,5,9,19,,36,67%,17,179,197,222,61,70,10,"1,282",16,30%,72,37,1,71,15,21%,5,
426,Ethan Horvath,GKP,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
427,Cheikhou Kouyaté,MID,Nott'm Forest,0,0,0,0,0,0,200,2,0,0,4,4,,8,63%,2,14,21,21,10,10,0,73,0,0%,0,6,0,5,1,20%,1,
428,Richie Laryea,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
429,Orel Mangala,MID,Nott'm Forest,1,0,0,0,3,0,1399,4,0,1,4,11,,27,48%,26,74,70,72,10,4,0,642,0,50%,23,23,0,10,1,10%,1,
430,Loïc Mbe Soh,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
431,Alex Mighten,MID,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,,,0,0,0,0,0%,0,
432,Moussa Niakhaté,DEF,Nott'm Forest,0,0,0,0,1,0,797,2,1,1,6,13,35,42,60%,14,98,64,24,16,5,0,688,0,9%,31,11,0,,,,,
433,Moussa Niakhaté,DEF,Nott'm Forest,0,0,0,0,1,0,797,2,1,1,6,13,35,42,60%,14,98,64,24,16,5,0,688,0,9%,31,11,0,,,,,
434,Jonathan Panzo,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
435,Sam Surridge,FWD,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,,,0,0,0,0,0%,0,
436,Harry Toffolo,DEF,Nott'm Forest,1,0,0,0,2,0,916,2,0,1,5,12,29,26,54%,14,57,54,48,25,15,3,446,3,34%,17,17,1,,,,,
437,Joe Worrall,DEF,Nott'm Forest,0,0,0,0,1,0,437,0,1,0,3,2,8,7,71%,3,18,21,16,12,10,0,161,0,0%,12,3,0,,,,,
438,Joe Worrall,DEF,Nott'm Forest,0,0,0,0,1,0,437,0,1,0,3,2,8,7,71%,3,18,21,16,12,10,0,161,0,0%,12,3,0,,,,,
439,Ryan Yates,MID,Nott'm Forest,0,0,0,0,1,0,786,3,0,1,9,18,,66,59%,21,110,168,119,43,38,1,817,2,17%,29,54,0,32,7,22%,2,
440,Ryan Yates,MID,Nott'm Forest,0,0,0,0,1,0,786,3,0,1,9,18,,66,59%,21,110,168,119,43,38,1,817,2,17%,29,54,0,32,7,22%,2,
441,George Shelvey,GKP,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
442,George Shelvey,GKP,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
443,Josh Powell,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
444,Gonzalo Montiel,DEF,Nott'm Forest,0,0,0,0,0,0,166,2,0,0,5,6,11,22,86%,9,42,36,30,12,9,2,318,4,6%,14,6,0,,,,,
445,Odysseas Vlachodimos,GKP,Nott'm Forest,0,2,0,0,1,10,450,0,0,0,1,4,12,,,,,,,,,0,153,,,33,0,,,,,,10
446,Andrew Omobamidele,DEF,Nott'm Forest,0,0,0,0,0,0,0,0,0,0,2,7,15,10,30%,13,21,20,19,8,10,0,309,0,0%,13,6,0,,,,,
447,Nicolás Domínguez,MID,Nott'm Forest,1,0,0,0,3,0,648,1,0,2,6,14,,63,54%,18,108,107,85,21,19,2,829,2,33%,27,26,1,22,6,27%,1,
448,Nicolás Domínguez,MID,Nott'm Forest,1,0,0,0,3,0,648,1,0,2,6,14,,63,54%,18,108,107,85,21,19,2,829,2,33%,27,26,1,22,6,27%,1,
449,Ibrahim Sangaré,MID,Nott'm Forest,0,0,0,0,4,0,751,4,0,0,3,8,,42,55%,16,70,65,69,9,16,0,419,0,0%,23,22,0,8,0,0%,1,
450,Divock Origi,FWD,Nott'm Forest,0,0,0,0,0,0,176,1,0,0,2,12,,6,,2,,,,,,1,131,5,,,14,0,14,4,29%,4,
451,Auston Trusty,DEF,Sheffield Utd,0,0,0,0,1,0,1002,3,0,0,2,24,81,47,64%,35,89,127,104,63,51,0,846,3,40%,38,23,0,,,,,
452,Auston Trusty,DEF,Sheffield Utd,0,0,0,0,1,0,1002,3,0,0,2,24,81,47,64%,35,89,127,104,63,51,0,846,3,40%,38,23,0,,,,,
453,Cameron Archer,FWD,Sheffield Utd,3,0,0,0,2,0,1210,2,0,4,4,21,,18,,1,,,,,,1,333,6,,,15,0,42,11,26%,6,
454,George Baldock,DEF,Sheffield Utd,0,0,0,0,0,0,653,3,0,0,1,8,21,18,56%,10,44,51,54,15,13,1,319,1,22%,13,19,0,,,,,
455,Chris Basham,DEF,Sheffield Utd,0,0,0,0,0,0,316,1,0,0,0,7,6,7,29%,5,16,20,21,8,8,0,122,0,0%,4,3,0,,,,,
456,Jayden Bogle,DEF,Sheffield Utd,1,0,0,0,2,0,1127,5,0,3,3,25,79,66,55%,32,139,163,154,50,28,0,772,0,25%,34,38,0,,,,,
457,Rhian Brewster,FWD,Sheffield Utd,0,0,0,0,0,0,163,0,0,0,2,10,,5,,1,,,,,,0,73,0,,,5,0,7,3,43%,0,
458,Ismaila Coulibaly,MID,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
459,John Egan,DEF,Sheffield Utd,0,0,0,0,0,0,482,2,0,0,0,5,17,6,67%,13,21,21,21,14,9,0,183,0,0%,5,6,0,,,,,
460,John Fleck,MID,Sheffield Utd,0,0,0,0,0,0,89,1,0,0,0,4,,1,0%,0,5,5,10,2,7,0,40,1,0%,1,2,0,0,0,0%,0,
461,Wes Foderingham,GKP,Sheffield Utd,0,4.67,0,1,1,84,1620,2,0,0,3,23,79,,,,,,,,,0,943,,,228,1,,,,,,133
462,Daniel Jebbison,FWD,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,,,,,,0,3,0,,,0,0,0,0,0%,0,
463,Oliver McBurnie,FWD,Sheffield Utd,2,0,0,0,0,0,587,1,2,6,0,15,,17,,5,,,,,,3,398,3,,,19,1,33,17,52%,7,
464,Iliman Ndiaye,FWD,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,,,0,0,0,0,0%,0,
465,Rhys Norrington-Davies,DEF,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,1,3,6,1,100%,1,4,4,7,1,1,0,54,0,0%,1,3,0,,,,,
466,Oliver Norwood,MID,Sheffield Utd,1,0,0,0,0,0,1177,5,0,1,2,19,,41,63%,21,98,65,63,14,17,0,855,1,31%,68,15,0,15,6,40%,0,
467,Oliver Norwood,MID,Sheffield Utd,1,0,0,0,0,0,1177,5,0,1,2,19,,41,63%,21,98,65,63,14,17,0,855,1,31%,68,15,0,15,6,40%,0,
468,Ben Osborn,MID,Sheffield Utd,0,0,0,0,0,0,298,2,0,0,2,18,,22,41%,8,80,44,55,6,22,2,506,1,21%,23,8,0,4,0,0%,0,
469,William Osula,FWD,Sheffield Utd,0,0,0,0,0,0,446,4,0,0,1,17,,2,,2,,,,,,0,90,1,,,15,0,21,8,38%,2,
470,Yasser Larouci,DEF,Sheffield Utd,0,0,0,0,0,0,276,1,0,0,0,9,11,17,53%,7,34,33,25,1,4,0,165,1,0%,2,5,0,,,,,
471,Femi Seriki,DEF,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
472,Antwoine Hackford,FWD,Sheffield Utd,0,0,0,0,0,0,11,0,0,0,0,2,,0,,0,,,,,,0,2,0,,,0,0,0,0,0%,0,
473,Gustavo Hamer,MID,Sheffield Utd,2,0,0,0,2,0,1363,4,0,4,3,26,,39,54%,29,162,90,154,6,16,6,982,10,29%,42,50,0,49,15,31%,1,
474,Gustavo Hamer,MID,Sheffield Utd,2,0,0,0,2,0,1363,4,0,4,3,26,,39,54%,29,162,90,154,6,16,6,982,10,29%,42,50,0,49,15,31%,1,
475,Tom Davies,MID,Sheffield Utd,0,0,0,0,0,0,57,1,0,0,1,7,,10,50%,3,21,17,24,3,3,0,92,0,0%,2,7,0,4,1,25%,0,
476,Ryan Oné,MID,Sheffield Utd,0,0,0,0,0,0,7,0,0,0,0,1,,0,0%,0,1,0,0,0,0,0,1,0,0%,0,0,0,0,0,0%,0,
477,Jili Buyabu,DEF,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
478,Sydie Peck,MID,Sheffield Utd,0,0,0,0,0,0,9,0,0,0,1,0,,0,0%,0,1,0,0,0,0,0,1,0,0%,0,0,0,0,0,0%,0,
479,Brandon Austin,GKP,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
480,Rodrigo Bentancur,MID,Spurs,0,0,0,0,0,0,88,1,0,1,10,10,,23,65%,17,54,65,83,14,22,1,787,0,11%,20,20,0,18,5,28%,1,
481,Yves Bissouma,MID,Spurs,0,0,0,0,6,0,1211,5,2,0,15,9,,80,65%,37,128,152,111,14,15,0,"1,834",0,0%,42,35,0,24,5,21%,1,
482,Eric Dier,DEF,Spurs,0,0,0,0,0,0,191,0,0,0,2,2,8,2,50%,2,7,6,5,3,5,0,141,0,0%,2,0,0,,,,,
483,Pierre-Emile Højbjerg,MID,Spurs,0,0,0,0,1,0,607,3,0,0,20,11,,32,56%,19,121,69,72,8,13,0,"1,383",3,7%,75,20,0,19,6,32%,0,
484,Dejan Kulusevski,MID,Spurs,5,0,0,0,6,0,1581,4,0,8,19,12,,62,53%,18,133,152,240,7,15,3,"1,132",14,25%,16,54,1,57,24,42%,4,
485,Hugo Lloris,GKP,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
486,Giovani Lo Celso,MID,Spurs,2,0,0,0,0,0,302,0,0,2,9,11,,22,59%,5,46,57,32,1,5,2,483,1,38%,18,12,0,13,6,46%,0,
487,Pedro Porro,DEF,Spurs,0,0,0,0,5,0,1527,3,0,3,19,11,54,91,69%,34,199,159,147,17,14,7,"1,865",13,19%,77,37,0,,,,,
488,Joe Rodon,DEF,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
489,Cristian Romero,DEF,Spurs,3,0,0,1,5,0,1170,4,1,5,19,9,42,66,61%,44,189,182,86,90,39,0,"2,586",1,0%,60,31,3,,,,,
490,Oliver Skipp,MID,Spurs,0,0,0,0,0,0,378,1,0,0,12,5,,18,67%,3,36,35,32,4,10,0,373,0,100%,14,8,0,4,1,25%,1,
491,Djed Spence,DEF,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
492,Japhet Tanganga,DEF,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
493,Destiny Udogie,DEF,Spurs,1,0,0,0,4,0,1232,5,1,2,16,6,40,68,49%,37,169,150,151,22,27,3,"1,214",3,5%,7,51,0,,,,,
494,Guglielmo Vicario,GKP,Spurs,0,3.17,0,0,5,57,1620,2,0,0,20,12,61,,,,,,,,,0,"1,371",,,85,0,,,,,,110
495,Alfie Whiteman,GKP,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
496,Manor Solomon,MID,Spurs,0,0,0,0,0,0,196,1,0,0,4,0,,3,,3,,,,,,2,85,1,,,2,0,7,1,14%,0,
497,Micky van de Ven,DEF,Spurs,1,0,0,0,4,0,945,1,0,3,15,7,38,49,71%,18,144,119,84,38,41,0,"1,783",0,0%,41,13,0,,,,,
498,Dane Scarlett,FWD,Spurs,0,0,0,0,0,0,0,0,0,0,4,0,,1,,0,,,,,,0,3,0,,,1,0,0,0,0%,0,
499,Alejo Véliz,FWD,Spurs,0,0,0,0,0,0,17,1,0,1,5,3,,1,,0,,,,,,0,10,0,,,0,0,2,1,50%,0,
500,Jamie Donley,FWD,Spurs,0,0,0,0,0,0,2,0,0,0,2,0,,0,,0,,,,,,0,1,0,,,1,0,0,0,0%,0,
501,Alfie Dorrington,DEF,Spurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
502,Nayef Aguerd,DEF,West Ham,1,0,0,0,2,0,1416,1,1,1,7,10,44,26,54%,17,102,83,52,48,33,0,"1,164",0,0%,104,10,1,,,,,
503,Michail Antonio,FWD,West Ham,2,0,0,0,4,0,812,2,0,6,9,11,,15,,4,,,,,,2,268,1,,,25,2,30,14,47%,6,
504,Alphonse Areola,GKP,West Ham,0,3.47,1,0,2,52,1350,0,0,0,11,11,53,,,,,,,,,0,718,,,184,2,,,,,,138
505,Saïd Benrahma,MID,West Ham,0,0,0,0,1,0,482,1,0,0,6,4,,8,,5,,,,,,1,238,2,,,5,0,19,6,32%,2,
506,Jarrod Bowen,MID,West Ham,11,0,0,0,3,0,1527,1,0,16,13,11,,42,,19,,,,,,6,622,12,,,28,5,84,37,44%,13,
507,Maxwel Cornet,MID,West Ham,0,0,0,0,0,0,1,0,0,1,0,4,,3,,2,,,,,,0,48,0,,,2,0,4,1,25%,0,
508,Vladimír Coufal,DEF,West Ham,0,0,0,0,3,0,1616,4,0,0,14,14,69,64,64%,43,154,142,137,40,37,7,"1,229",6,24%,39,32,0,,,,,
509,Vladimír Coufal,DEF,West Ham,0,0,0,0,3,0,1616,4,0,0,14,14,69,64,64%,43,154,142,137,40,37,7,"1,229",6,24%,39,32,0,,,,,
510,Conor Coventry,MID,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
511,Flynn Downes,MID,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
512,Flynn Downes,MID,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
513,Lukasz Fabianski,GKP,West Ham,0,3.67,0,0,1,11,270,0,0,0,3,5,21,,,,,,,,,0,194,,,57,0,,,,,,33
514,Thilo Kehrer,DEF,West Ham,0,0,0,0,0,0,19,2,0,0,2,1,1,1,100%,0,0,2,4,1,2,0,7,0,0%,0,2,0,,,,,
515,Divin Mubama,FWD,West Ham,0,0,0,0,0,0,57,0,0,0,2,1,,0,,0,,,,,,0,22,0,,,1,0,1,0,0%,0,
516,Gianluca Scamacca,FWD,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,,,0,0,0,0,0%,0,
517,Kurt Zouma,DEF,West Ham,1,0,0,0,3,0,1413,2,0,3,13,13,63,23,74%,29,95,89,76,58,43,0,"1,143",0,0%,69,24,3,,,,,
518,Angelo Ogbonna,DEF,West Ham,0,0,0,0,0,0,138,0,0,0,6,3,14,11,45%,3,10,27,9,12,7,0,214,0,0%,9,1,0,,,,,
519,Angelo Ogbonna,DEF,West Ham,0,0,0,0,0,0,138,0,0,0,6,3,14,11,45%,3,10,27,9,12,7,0,214,0,0%,9,1,0,,,,,
520,Joseph Anang,GKP,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,0,0,,,,,,0
521,Konstantinos Mavropanos,DEF,West Ham,0,0,0,1,1,0,316,1,0,1,6,6,27,28,57%,23,70,84,44,44,24,0,627,0,0%,40,15,1,,,,,
522,Mohammed Kudus,MID,West Ham,6,0,0,0,2,0,871,3,0,8,12,14,,65,72%,11,212,279,252,15,29,6,773,5,22%,44,39,0,67,17,25%,4,
523,Mohammed Kudus,MID,West Ham,6,0,0,0,2,0,871,3,0,8,12,14,,65,72%,11,212,279,252,15,29,6,773,5,22%,44,39,0,67,17,25%,4,
524,Tommy Doyle,MID,Wolves,0,0,0,0,1,0,289,1,0,0,8,14,,26,50%,12,93,31,31,0,4,0,911,1,21%,75,11,0,14,3,21%,0,
525,Tommy Doyle,MID,Wolves,0,0,0,0,1,0,289,1,0,0,8,14,,26,50%,12,93,31,31,0,4,0,911,1,21%,75,11,0,14,3,21%,0,
526,Rayan Aït-Nouri,DEF,Wolves,0,0,0,0,1,0,995,4,0,2,12,17,43,71,62%,15,136,207,166,21,25,1,"1,038",3,20%,23,25,1,,,,,
527,Bendegúz Bolla,DEF,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
528,Luke Cundle,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
529,Craig Dawson,DEF,Wolves,0,0,0,0,3,0,1489,5,0,1,10,10,38,30,67%,16,100,111,66,63,32,1,"1,272",2,0%,100,20,0,,,,,
530,Fábio Silva,FWD,Wolves,0,0,0,0,1,0,259,2,0,0,2,5,,7,,2,,,,,,0,75,0,,,8,0,7,3,43%,2,
531,Joe Hodge,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
532,Joe Hodge,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
533,Ki-Jana Hoever,DEF,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
534,Sasa Kalajdzic,FWD,Wolves,2,0,0,0,1,0,158,0,0,2,3,5,,6,,1,,,,,,0,59,2,,,6,0,4,2,50%,1,
535,Mario Lemina,MID,Wolves,3,0,0,0,2,0,1381,7,1,4,11,17,,90,64%,41,199,174,146,35,42,1,"1,439",3,27%,59,43,3,48,18,38%,4,
536,Pablo Sarabia,MID,Wolves,1,0,0,0,3,0,527,1,0,4,12,14,,20,65%,10,90,69,110,7,22,7,829,9,29%,33,21,1,46,18,39%,4,
537,Santiago Bueno,DEF,Wolves,0,0,0,0,0,0,110,0,0,0,3,7,18,13,54%,6,30,34,44,16,26,0,476,0,0%,14,10,0,,,,,
538,Enso González,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0,,,,,,0,6,0,,,0,0,0,0,0%,0,
539,Jean-Ricner Bellegarde,MID,Wolves,1,0,0,0,0,0,460,0,1,2,8,11,,17,59%,8,41,66,78,8,27,1,281,1,10%,5,10,0,15,5,33%,0,
540,Jean-Ricner Bellegarde,MID,Wolves,1,0,0,0,0,0,460,0,1,2,8,11,,17,59%,8,41,66,78,8,27,1,281,1,10%,5,10,0,15,5,33%,0,
541,Matthew Whittingham,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
542,Tawanda Chirewa,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,6,,7,43%,1,3,11,13,1,3,0,53,0,50%,1,4,0,3,1,33%,0,
543,Justin Hubner,DEF,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,,,,,
544,Owen Hesketh,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
545,Owen Hesketh,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,0%,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0%,0,
546,Ty Barnett,MID,Wolves,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,,0,0,0,,,0,0,0,0,0%,0,
